text	label
Abuja rice pyramid: Dem use wood pad rice pyramid wey Buhari unveil?	nigeria
Megan Thee Stallion: American rapper Megan Pete wey cry for video tok say she no deserve for dem to shoot her	entertainment
Ralf Rangnick: Profile, trophies and important informate about Man United new coach	sport
Cameroon opposition leader Maurice Kamto go stand trial for military court	africa
Missing Takoradi pregnant woman: Josephine Mensah husband, Ghana Minister, doctor disagree on 'missing pregnancy'	world
Zamfara state govnor: 'Bello Matawalle defection to All Progressives Congress' na true	nigeria
Abdulrasheed Maina: Court sentence former pension boss to eight years inprisonment for money laundering	nigeria
TB Joshua: Pastor Chris Okotie, Nigerian Christian association relationship with di late Synagogue Church of All Nations prophet	nigeria
Bobi Wine House Arrest: Femi Falana don write United Nations on Robert Kyagulanyi House Arrest	africa
Dowen College student death: Sylvester Onoromi death video, Atiku, Burna, Nigerians react	nigeria
Maurice Kamto prison anniversary: Amnesty wan goment for investigate torture	africa
Bafoussam Landslide: President Biya send sorry message, die bodi dem reach 42	africa
BBNaija S6: Queen fight Whitemoney sake of Jackie B for Big Brother Naija 'Shine Ya Eyes'	entertainment
John Mahama blast Prez Akufo-Addo over 307 ambulances he dey take 'chop fans'	africa
NYSC: 'Why I build borehole for Ondo community' - Osaretin Michael	nigeria
Transfer news and rumours: Osimhen, Sane, Havertz, Telles, Werner, Camavinga	sport
Harry and Meghan release first photo of Lilibet	world
Ecowas court order Nigeria to lift ban on Twitter	nigeria
England vs Germany: See prediction for di Euro 2020 knock tie for Wembley	sport
Big Brother Naija Season 5 housemates rules wey make di 2020 television reality show dey different	entertainment
Coronavirus: Ghana dey test two suspected cases for Accra	africa
Premier League news: See wetin di league dey do to allow black pipo become managers	sport
Afrima Awards 2021 winners list: Wizkid, Iba One, Fireboy DML, win for dis year All Africa Music Awards	entertainment
Nigeria kidnappings: Police, DSS, Army storm Imo, Anambra camps of alleged cannibals	nigeria
BBNaija new head of house: Nengi na Big Brother new HOH for di lockdown season 5 house	entertainment
Afcon qualifier results: Comoros, Gambia make history as dem qualify for Africa Cup of Nations	sport
Sam Smith and Burna Boy song 'My Oasis'- See wen dem go drop di single	entertainment
BBNaija: Why Khafi head of house win dey cause serious tok-tok online	entertainment
Fake UN Awards in Ghana: How scammer give top musicians, politicians and odas ‘feeding bottles’ as UN awards	africa
Cameroon SDF, CPNR party threaten to boycott 2020 twin elections	africa
Damola Olatunji: Wetin we know about how Yoruba actor land for police custody and how dem release am	entertainment
Uganda president don begin six days march through di jungle	africa
‘Di football photos wey save my life’	africa
Sanusi Lamido: Court reverse Sanusi banishment from Kano say e dey against di law	nigeria
Cape Verde vs Nigeria: Team news, Prediction, Time of di Qatar 2022 World Cup qualifiers	sport
Fury v Wilder: Third fight don confam for 24 July, Las Vegas venue	sport
Woman with world longest fingernails Ayanna Williams cut dem afta almost 30 years - See why she do am	world
August Alsina: Keke Palmer clash with August afta Jada Pinkett confam dia 'entanglement'- Dis na wetin cause di gbas gbos	entertainment
Cannabis Crop: Malawi ask Mike Tyson to be dia cannabis ambassador	africa
Police for Osun state allegedly shoot dead drill operator wey e truck spoil for middle of road	nigeria
CHAN 2020: Caf president say Cameroon na tasting ground Covid-19 measures	sport
Erica Nlewedim and Laycon Big Brother Naija: Erica open up on Laycon genotype, as Dorothy, Nengi, Vee, Neo tok how dem feel say Olamilekan Agbelesebiobaas win BBNaija 2020	entertainment
Anthony Joshua: 'I go bounce back' and take rematch afta defeat to Oleksandr Usyk	sport
Big Brother Naija housemates biography: Wathon and Ka3na fight - Kate Jones AKA Ka3na and Florence Wathoni Anyansi na first two fighting among BBNaija 'Lockdown' Season 5	entertainment
Zodiac Killer: One group of investigators don claim to identify di serial killer afta more dan 50 years as FBI still dey chook eye	world
Belgium vs Italy: Prediction for Belgium vs Italy & match facts	sport
Nnamdi Kanu US lawyer Bruce Fein wan carry Nigeria go di International Criminal Court - See wetin you need to know about am	nigeria
Undertaker retirement: WWE star The Undertaker don 'retire' from wrestling	sport
Ime Udoka coach Boston Celtics: US Basketball team name Nigerian star Ime Udoka new coach	sport
Coronavirus update in Ghana: Why Ghana govment buy unit cost of Sputnik V vaccine for $19 instead $10 global factory price	world
Rahama Sadau apologise for photo wey cause controversy, as she cry inside new video	entertainment
Kemi Adeosun: 'Dis ruling don vindicate me after a very traumatic spell' - ex Finance Minister	nigeria
PlayStation 5 price: Nigerians search for wia to buy Sony latest game	entertainment
Sunday Igboho: DSS release Ifa priest wey allegedly prepare charm for Yoruba Nation activist	nigeria
Volta Lake: Four people drown inside Volta Lake for Ghana	world
Tokyo Olympics: Nigerian federation 'bear responsibility' for ineligible athletes	sport
Ibrahim Mantu: Nigeria president Muhammadu Buhari mourn passing of former deputy senate president	nigeria
Nigeria: Samson Siasia dey beg im mama kidnappers say make dem free her	sport
Nigerian Air Force fighter jets kill civilians for Buwari village in Nigeria northeast	nigeria
Jacob Zuma: South Africa ex-president dey released on medical parole	africa
Ultimate Love: Ex-Refugee, school teacher, 23-year-old doctor, odas wey go battle to find love for Nigerian reality TV	entertainment
Solange Knowles: Beyonce sister don separate from her husband	entertainment
Hissène Habré: Chad former leader die at age 79 during life sentence	world
Obinwanne Okeke: Invictus Obi release date dey published by US Federal Bureau of Prisons	nigeria
Dangote wan drop money to repair Moshood Abiola National Stadium	sport
Idris Elba go collect Sierra Leone 'citizenship'	entertainment
Stingy Men Association of Nigeria: Social media trend, app and how pipo dey relate wit SMAN	entertainment
Couple wey allegedly sell dia child for N50,000 dey Ogun state police hand	nigeria
Chris Cuomo: CNN presenter Cuomo chop sack, dis na wetin make dem sack am	world
Prof Hlengiwe Mkhize burial: Pictures as South Africa lay di late deputy minister to rest	africa
Andre Gomes: Everton Midfielder get serious injury	sport
Nicki Minaj say she don retire from music	entertainment
Jim Iyke and Uche Maduagwu: Actor Uche Maduagwu challenge Jim Iyke a week afta dia fight	entertainment
Coronavirus update: Africa no go be testing ground for vaccine - WHO don tok	africa
Nigeria vs Ghana 'trade war' plus harassment wey Ghanaians dey show Nigerian traders and wetin we know so far	africa
Coronavirus: Ghana Health Service start dey investigate 3 health officials who 'dey sell Covid-19 vaccines'	africa
Cardi B wan become Nigeria citizen, social media catch fire	entertainment
Khafi: BBNaija former housemate don engage	entertainment
How attackers attempt to stab Mali interim President for Mosque during Eid prayers	world
Coronavirus tips: WHO say Africa go get 220 million Covid-19 vaccine dose	africa
Premier League: How European football ready to return	sport
Coronavirus: South Africa Police gbab couple wey do wedding during lock-down	africa
Bishop Oyedepo: Man rush drag Winners chapel general overseer as e dey preach	nigeria
Dorathy Bachor: EFCC react afta reality television star hala say dia officials raid her house	nigeria
Sylvester Oromoni death: Police say evidence no dey to show say dem torture, bully or give Sylvester Oromoni poisonous substance before e die	nigeria
Ebola: Two patients don get full cure, go join dia families again	africa
Chineme Martins: Wetin you suppose know about di Nassarawa Utd player wey die for pitch	sport
Premier League fixtures: Clubs for di Premier League and EFL say Covid-19 no go affect games	sport
Cameroon opposition CRM say deh go boycott parliamentary and council election race	africa
Lagos Covid 19 third wave? Nigeria city dey face coronavirus rise in cases - Authorities	nigeria
Lee Min Ho: Five tins you suppose know about di Korean star	entertainment
Crowwe app: Adamu Garba tok why Google remove Crowwe app from playstore	nigeria
Surrogacy meaning: Wetin be Surrogacy and all you need to know	nigeria
WrestleMania 2021 results: Jordan Omogbehin win first fight as WWE welcome return of fans	sport
Peng Shuai: Chinese tennis star deny say she make sexual assault claim as pipo para about am	sport
Germany and Belgium flood pictures of how pipo die and communities destroy	world
Mjokes Matsane: Interesting facts about South African musician Mjokes wey die for car accident	world
Derek Chauvin: George Floyd trial murder case and Simple explanation of wetin go happun to Derek Chauvin	world
Nigeria vs Lesotho result: Victor Osimhen, Etebo Oghenekaro, Paul Onuachu goals give Super Eagles 3-0 victory against Lesotho	sport
Cardi B and Offset divorce: Wetin we know about di separation of di American rapper from her husband	entertainment
Manuel Pellegrini: West Ham sack manager afta Leicester waya dem for house	sport
Ipob sit-at-home order for Nnamdi Kanu arrest: Make nobody force anybody to comply - Abia state government	nigeria
Covid US death toll: 500,000 lives don loss, see wetin e fit look like	world
Google Search engine celebrate 23 years birthday wit special doodle - See ten tins you fit no know about am	world
Voters ID card registration in Ghana 2020 and Volta, Oti region military deployment dey create 'suspicion' weather in Ghana now - Jerry Rawlings	africa
Ghislaine Maxwell: Who be Ghislaine Maxwell wey jury find guilty of recruiting and trafficking young girls	world
Wife of man for Enugu state wey allegedly murder dia three children and keep dem for fridge tok how e hapun	nigeria
Nigeria Senate clear 20 new states creation mata	nigeria
Lake Makgadikgadi: Human being originally come from Botswana	africa
Tunde Ednut: Who be di Nigerian entertainer and wetin fit make Instagram ban am twice?	entertainment
Human Rights Watch say make Cameroon goment stop unlawful arrests	africa
Naira Marley: EFCC present 'evidence' for fraud case against singer Naira Marley	entertainment
Jennifer Anthony: Police for Jos arrest suspected killer of UNIJOS student	nigeria
US punish Ghana plus withdrawal of $190 million money sake of PDS termination	africa
Sadiq Daba: 'Many of us for north enter film industry because of Sadiq Daba'	entertainment
DJ Cuppy and Zlatan: Musician Zlatan on DJ Cuppy relationship, London concert surprise	entertainment
Kodak: How di ogbonge Nigerian dancer take die	entertainment
Everton v Wolves: Iwobi tear net again as Everton win 3-2	sport
Hushpuppi arrested: Nigerian, Raymond Igbalode or Ramon Olorunwa Abbas wey FBI wan sentence for fraud dey MCC Chicago, Federal Bureau of Prisons BOP in Chicago, Illinois USA	africa
Manchester United vs Arsenal: Match prediction, preview and team news	sport
Tunisia vs Mali: Janny Sikazwe, Graham Poll - Oda major referee blunders wey don happun	sport
Ooni of Ife wife give birth to son: Prophetess Naomi give birth to boy - See wetin di arrival of di prince mean to di Royal throne of Oduduwa	entertainment
Millennials: Wizkid, Lupita Nyong'o and oda 80s & 90s African babies wey dey shake di world	entertainment
Rita Amenze Italy murder: FG speak on Italian husband alleged killing of im Nigerian wife	nigeria
Fifa ban on Ahmad go make oda African kontris sharp teeth for Caf 2021 presidency	sport
Gunung Semeru meletus video: Indonesia volcano death toll rise, pray for Semeru dey trend	world
New head of house BBNaija 2020: Trikytee na HOH, Laycon deputy, see BBNaija nominations today for Season 5 housemates eviction dis week	entertainment
Lil Nas X: Judge don give 'Satan Shoes' restraining order on Nike Kasala	entertainment
Adjusted level four South Africa: Malema EFF response to President Ramaphosa coronavirus announcement	world
Champions League results: Liverpool qualify for last 16, Real Madrid and Inter Milan get to wait	sport
Nigeria election 2023: Tinubu, Umahi and Uzor Kalu declare intentions - See steps to become Nigeria president	nigeria
January 6 timeline: Wetin happun for January 6 one year ago for US Capitol?	world
Serena Williams vs Kristie Ahn 2020 U.S. Open Opener wey American tennis player rock on her daughter third birthday	sport
Ghana vs Benin Afcon 2019: 16 teams saf Black Stars no fit carry trophy, how much more 24 teams – Ghanaians react	sport
UFC 245: Kamaru Usman Beat Colby Covington with no mercy to retain im UFC title	sport
Pop Smoke: Di 20-year old American rapper wey armed robbers kill	entertainment
Martin Amidu resignation letter: Why Ghana Special Prosecutor resign	africa
Victony: Davido, Laycon, odas pray for Victony as di Nigerian rapper wan undergo major surgery afta car crash - See di latest	entertainment
Halloween costume 2021: Halloween costumes, decorations wey fit trend dis year	world
Elliot Page post-surgery body photo spark reactions, praise from celebrities and odas	entertainment
Tanzania president take covid injection, do u-turn from Magufuli anti-vaccine plan	world
5 children die in house fire, US woman bury her children	world
Iceland miss out on Europe first female-majority parliament after dem recount vote	world
Prince Harry, Meghan and dia pikin Archie don land Africa on a 10 day trip	africa
Awo-Omamma Imo state: Wetin happun for di community wey lead to di burning of house and property?	nigeria
Liquorose BBNaija ex-housemate exclusive: 'Me and Emmanuel love each oda'	entertainment
Moesha Boduong repents: Church reply pipo wey say dem collect Moesha Boduong cars & properties	entertainment
Ejisuman girls: Ghana school expel students from boarding house over ‘sex’ video	africa
Ghana communication service tax: Ghanaians go pay 9% more for Telecom, 5.9 % electricity den 2.2 % water tariffs starting today	africa
‘Gbelee legal education now’ – Law students for Ghana protest	africa
Princess Haya Dubai divvorce: Dubai ruler dey ordered to pay £550m divorce settlement divorce settlement to ex-wife Princess Haya bint al-Hussein	world
Southern governors meeting: Wike, Akeredolu, odas support VAT collection by states & oda tins dem agree	nigeria
Michael K. Williams: Who be di American Wire star actor wey die	entertainment
Tammy Abraham: England go waka comot game if dem hear pim of racist abuse	sport
Anambra state NDLEA drug bust: Officials arrest suspected 'drug kingpin' wit 548,000 tablets of Tramadol dem label Tarkadol	nigeria
How gunmen shoot wife, kill her mama and co-wife during burial of husband for Anambra state	nigeria
[Is Jamb result for Saturday 19 June out?] Jamb candidates concerns for PH City	nigeria
Forbes African of the year: Ghana Nana Akufo-Addo host Cyril Ramaphosa of South Africa in Ghana	world
Coronavirus: La Liga don dey suspended as dey quarantine Real Madrid squad	sport
MTV EMA 2021 winners: Wizkid win 2021 MTV Europe Music Awards Best African Act	entertainment
Kenya Covid-19 UK travel ban, other African countries on England travel ban list - See wetin to know	africa
Cameroon goment invite 10 separatist leaders for national dialogue	africa
Nigeria and Germany agree timeline to return looted, stolen and smuggled artefacts	nigeria
Britney Spears and Jamie Lynn enter one public gbas gbos sake of past relationship	entertainment
Ghana traffic police go start wear bullet proof vest den carry guns after deadly attacks on dema officers	africa
Femi Otedola: DJ Cuppy father gift Ferrari Portofino to Tolani Otedola and Temi Otedola in one day inside dis 2020	entertainment
Rosy Meurer: How pipo dey react to Tonto Dike ex-husband Olakunle Churchill new son with Rosaline Meurer	entertainment
Microsoft windows 11 update: How to download free OS, system requirements, release date	entertainment
Sylvester Oromoni autopsy: Sylvester Oromoni papa react to police autopsy report	nigeria
Pete Edochie: See five feems wey di Nollywood actor play ordinary role	entertainment
Uganda elections 2021: Yoweri Museveni don dey office for 35 years	africa
Ghana international flights dey resume afta months of Covid-19 restrictions - See how you fit qualify to use di airports from now on	africa
Queen Elizabeth Christmas message: Tribute to 'beloved' Philip, oda tins for di broadcast	world
Nigeria vs Central African Republic: Super Eagles record shock defeat for Teslim Balogun stadium	sport
Bobi Wine: Ugandan politician Robert Kyagulanyi withdraw court case against Yoweri Museveni election victory	world
Lionel Messi: Pedri pass to Barcelona FC player Messi break Pele scoring record	sport
Nigeria vs Sierra Leone: [When is Nigeria vs Sierra Leone?] Super Eagles team list for Afcon qualifiers	sport
UEFA Champions League: Manchester City v Borussia Monchengladbach, Atlanta vs Real Madrid - players wey fit help dia clubs enter Quarter Finals	sport
Christian Chukwu: Former Super Eagles coach 'embarrassed' by fake news of e death	sport
Nnamdi Kanu in court: Ipob leader say im no dey guilty, judge adjourn case to November 10	nigeria
PDP National Chairman Uche Secondus: Profile of Prince Uche Secondus, PDP crisis so far	nigeria
How Ghanaians react afta Ghana Electoral Commission (EC) admit foreigners & minors into new voters register	africa
Bah Ndaw and Assimi Goita go lead Mali as transitional leaders	africa
Makhadzi: South African female singer 'dark inner thigh' picture make pipo dey tok on social media	world
Hanifa death in Kano: Father of five-year-old dem kidnap and murder recall final moments with her	nigeria
Zamfara network blackout: Na letter writing dey reign as mobile network shutdown enter day 3 for Zamfara	nigeria
Regina Daniels, Ned Nwoko tok about dia pregnancy and life for new documentary 'our circle'	entertainment
Coronavirus: 10 songs wey dey help di world with lockdown	entertainment
Nile River: Longest river in Africa 'Blue Nile River Dam' dey cause Egypt-Ethiopia kasala - Read wetin you need to know	africa
Alexx Ekubo breakup: Fancy Acholonu delete wedding engagement call-off post on Instagram	entertainment
Lady Gaga Tricon, VMA winners 2020 and Chadwick Boseman tribute for MTV Video Music Awards	entertainment
Afcon 2021: Squads of kontris wey go play tournament for Cameroon	africa
Iyabo Oko news - Yoruba actress Sidikat Odukanmi family say she never die	entertainment
Kobe Bryant: Vanessa post foto of her daughter wey die with Lakers jersey	sport
Afcon 2019: Nigeria striker Ighalo retire from National team	sport
Why di Niger State goment don ban okada pata pata, again	nigeria
Equatorial Guinea shock Afcon defending champions Algeria	sport
Demi Lovato reveal she be non-binary, change pronouns to they/them - See wetin e mean	world
Apam beach incident victims burial: Mass funeral ceremony happun for teenagers wey die for Ghana drowning incident	africa
Bulgaria v England racism: Bulgarian football president Borislav Mihaylov don resign	sport
Halloween: Why some Africans dey join do di mask festival?	africa
Maryam Booth: ‘Nude video no go make us ban Maryam from Kannywood’	entertainment
Audio cassette tape inventor Lou Ottens die at age 94	entertainment
Wales vs Switzerland: Breel Embolo, Kieffer Moore goals see both side share points	sport
Euro 2020 fixtures: Predictions and everything you need to know about European Championships	sport
"""Darasimi Mike-Bamiloye and Lawrence Oyor"" wedding: Bowl of Fire singer and Nigerian film actor pikin wedding announcement dey tortori pipo"	entertainment
Coronavirus: Greater Accra lead Covid-19 infections for Ghana	africa
KIA Christmas tree saga: 'We spend Ghc78,000 on Christmas trees for Ghana Airport' - Paul Adom-Otchere	world
Ibadan beggars say dem lose N5m after goment change dia location	nigeria
Nollywood: Understanding why Kate Henshaw, Hilda Dokubo para say Emeka Rollas's Actors Guild of Nigeria appoint Sen. Abbo patron	entertainment
Electoral Act Amendment Bill: Nigeria lawmakers don set dia ansa to President Buhari refusal to assent bill wey go reform elections	nigeria
Coronavirus: Covid-19 test samples miss afta Jaguda pipo 'thief' vehicle for South Africa	africa
Dunamis Pastor Dr Paul Enenche 'explain' wetin happun with di #BuhariMustGo activists wey storm im church	nigeria
"""Kiddwaya eviction"" shock housemates, fans of Big Brother Naija 2020 reality television show"	entertainment
Children's Day celebration: Photos of kids & videos to mark Children's Day celebration	entertainment
Teachers' Day: See di history, facts about dis year celebration	nigeria
France - UK migrants talks pause as migrants wey cross di English Channel cause gbas-gbos between di two kontries	world
Nana Ampadu: Ghana highlife legend die at age 76	entertainment
Wizkid sell out O2 Arena in 12 minutes - Beyonce, Rihanna plus oda stars wey don do dat kain tin	entertainment
Tyler Perry movies: Five of Hollywood newest billionaire feems wey make serious money	entertainment
Omah Lay Uganda: Nigeria dey do everi to free Omah Lay, Tems arrest in Uganda - Abike Dabiri	entertainment
N-Knowledge programme: All you need to know about dis programme for non-graduates	nigeria
Anthony Joshua collect back all im heavyweight World titles	sport
US Open 2019: Nadal don win im 19th Grand Slam title	sport
Sadiya Haruna Hisbah arrest: Actress Umma Shehu say I know top Hisbah officers wey be womanisers	nigeria
Obi Cubana source of Income: Cubana Chief Priest oga Obinna Iyiegbu source of money	entertainment
Pastor allegedly rape choir member: Ogun state police arrest cleric ontop accuse say e plan wit im wife to defile 16-year-old	nigeria
Liverpool vs Arsenal: Arsenal fans don tire for Emery	sport
Ada Jesus comedy sickness: Wetin di popular comedian bin reveal about her illness	entertainment
Mandela day: How South Africans celebrate Nelson Mandela day afta one week of protest	world
Big Brother Naija 2021: BBNaija season 6 launch - See wetin we know	entertainment
Caitlyn Jenner: Reality star announce plan to contest for California govnor	entertainment
Jerry Rawlings revolution: [Ghana President Jerry John Rawlings] Revolution quotes before im death	africa
Why Ghana govment assign Toyota V8 vehicle which dey transport Prez Akufo-Addo office chair everywhere	world
Bird flu outbreak in Delta State: We don lose over 500,000 birds - Poultry farmers	nigeria
BBNaija live eviction show today: Tolanibaj, Wathoni and Brighto don chop eviction from Big Brother Naija Season 5	entertainment
Timo Werner: Di new Chelsea signing score during RB Leipzig vs Düsseldorf - See oda five record-breaking goals of di footballer	sport
Actress Pat Ugwu: Instagram twerking dance video of Nollywood actress wey show her bumbum and naked bodi for IG live vex some fans	entertainment
American Music Awards: 2020 winners of annual American music awards show wey Taraji P. Henson host	entertainment
"Latest on ""Western Togoland"" secessionist arrest for independence, map, funding and Ghana goment military response"	africa
"Martin Amidu resigns: Ghana Special Prosecutor talk 'I no be poodle"" as he resign"	africa
Western Togoland: Ghana police don arrest 18 suspected separatist	africa
Fatima Nuhu Ribadu wedding dress, Adama Indimi and oda VIP's wey cause tok with dia bridal gown	entertainment
Nnamdi Kanu: Ipob leader raise allegation of threat to life and why e neva change cloth since June 2021, DSS respond	nigeria
Donald Trump say e fit run for 2024 presidency for im first political appearance	world
President Biya order military court for free Maurice Kamto and odas	africa
Marburg virus: What to know about di virus wey dem confam for Guinea, West Africa	africa
Caf Awards 2019: Sadio Mane, Asisat Oshoala win African Player of the Year	sport
Kenyan lawmaker wey carry pikin enta parliament cause commotion afta dem kick her out	africa
Jos curfew today: Armed gunmen attack make Plateau State government impose curfew	nigeria
Bakewell love locks: Plan to remove love padlocks bridge dey postponed for at least one year	world
Kun Aguero: Manchester City FC plan statue to honour Sergio Leonel Agüero del Castillo make fan ask 'what about Yaya Toure'	sport
Lesley Nneka Arimah: Nigerian writer win 2019 Caine prize for African Writing	africa
PDP National Chairman Uche Secondus: NWC endorse Yemi Akinwonmi as Secondus replacement	nigeria
Angel BBNaija ex-housemate exclusive: 'Why I no dey place my value on pesin wey see my body’	entertainment
BET Awards 2019: Burna Boy win Best International Act	entertainment
2021 VGMA awards winners: Diana Hamilton, KiDi, Adina, Kuami Eugene top winners of 2021 Vodafone Ghana Music Awards	world
Lady Gaga Chromatica album, wetin we know	entertainment
TB Joshua burial: Lagos state goment inspect Synagogue church before TB Joshua burial	nigeria
Everton oga Ancelotti dey ready for 'emotional' return	sport
History of June 12 in Nigeria, how MKO Abiola become symbol of democracy and why e dey important to di Yoruba pipo	nigeria
Covid: Biden don order employee vaccination for big businesses dem or else	world
"""BBNaija Laycon"", Nengi, Dorathy, Neo, Vee vote one of housemates wey go win Big Brother Season 5 2020 live television series"	entertainment
Abuja Crushed Rock: Why Nigerians dey gada for dis new beauty spot for Mbape	entertainment
German elections 2021 results: Seven things wey we learn	world
Kentucky tornadoes: More dan 70 pipo don die for di state worst ever experience	world
7/7 celebration: Police warn hoodlums and cultists wey dey plan 7/7 anniversary for Lagos, Oyo and Osun states	nigeria
AFCON 2019: Hosts Egypt beat Zimbabwe, commentator love for Salah	sport
